target_id,pathway_name
T07217,PPAR signaling pathway
T07466,
T07740,
T07766,
T07930,
T08074,PPAR signaling pathway
T08074,FoxO signaling pathway
T08074,Sphingolipid signaling pathway
T08074,mTOR signaling pathway
T08074,PI3K-Akt signaling pathway
T08074,AMPK signaling pathway
T08074,Focal adhesion
T08074,T cell receptor signaling pathway
T08074,Fc epsilon RI signaling pathway
T08074,Neurotrophin signaling pathway
T08074,Insulin signaling pathway
T08074,Thyroid hormone signaling pathway
T08074,Aldosterone-regulated sodium reabsorption
T08074,Toxoplasmosis
T08074,Hepatitis C
T08074,Proteoglycans in cancer
T08074,Endometrial cancer
T08074,Prostate cancer
T08074,Non-small cell lung cancer
T08074,Choline metabolism in cancer
T08165,
T08198,
T08218,
T08280,
T08446,
T08647,
T08741,
T08813,Apoptosis
T08813,Insulin signaling pathway
T09022,Proteasome
T09063,
T09133,
T09185,
T09197,
T09215,Glyoxylate and dicarboxylate metabolism
T09215,Metabolic pathways
T09215,Biosynthesis of secondary metabolites
T09215,Microbial metabolism in diverse environments
T09215,Carbon metabolism
T09544,
T09672,
T09874,
T09935,FoxO signaling pathway
T09935,AMPK signaling pathway
T09935,Insulin signaling pathway
T09935,Thyroid hormone signaling pathway
T09935,Glucagon signaling pathway
T09935,Pathways in cancer
T09935,Transcriptional misregulation in cancer
T09935,Prostate cancer
T09977,
T10118,
T10252,TNF signaling pathway
T10252,Tuberculosis
T10252,Transcriptional misregulation in cancer
T10336,
T10375,
T10565,
T10756,
T10918,
T11192,
T11317,
T11747,MAPK signaling pathway
T11747,Neurotrophin signaling pathway
T11747,GnRH signaling pathway
T11747,HTLV-I infection
T11764,
T11791,
T11808,
T11824,
T11858,
T11906,
T12005,
T12052,Spliceosome
T12081,
T12084,
T12126,MAPK signaling pathway
T12126,Non-alcoholic fatty liver disease (NAFLD)
T12183,
T12241,
T12409,
T12581,
T12627,Citrate cycle (TCA cycle)
T12627,Glyoxylate and dicarboxylate metabolism
T12627,Metabolic pathways
T12627,Biosynthesis of antibiotics
T12627,Carbon metabolism
T12627,2-Oxocarboxylic acid metabolism
T12627,Biosynthesis of amino acids
T12797,
T12817,Spliceosome
T12817,MAPK signaling pathway
T12817,Protein processing in endoplasmic reticulum
T12817,Endocytosis
T12817,Antigen processing and presentation
T12817,Estrogen signaling pathway
T12817,Legionellosis
T12817,Toxoplasmosis
T12817,Measles
T12817,Influenza A
T12817,Epstein-Barr virus infection
T12837,
T13394,
T13453,Neuroactive ligand-receptor interaction
T13484,
T13609,
T13795,Neuroactive ligand-receptor interaction
T13863,
T13928,
T14113,
T14241,
T14252,
T14263,
T14630,
T15161,
T15381,
T15441,
T15509,
T15514,AMPK signaling pathway
T15514,Maturity onset diabetes of the young
T15518,
T15552,
T15745,
T15848,
T15851,Pyrimidine metabolism
T15851,Drug metabolism - other enzymes
T15851,Metabolic pathways
T15888,
T16042,Arachidonic acid metabolism
T16042,Linoleic acid metabolism
T16042,Metabolic pathways
T16042,Serotonergic synapse
T16188,
T16215,
T16224,
T16240,
T16326,
T16336,
T16555,
T16596,
T16650,Neuroactive ligand-receptor interaction
T16650,GnRH signaling pathway
T16650,Ovarian steroidogenesis
T16650,Prolactin signaling pathway
T16650,Thyroid hormone synthesis
T16650,Autoimmune thyroid disease
T16685,
T16799,
T16891,
T16902,
T16993,
T17036,
T17134,
T17143,
T17228,
T17279,
T17291,
T17523,
T17552,
T17566,
T17721,
T17863,
T17919,
T18250,
T18390,
T18474,
T18616,
T18784,
T18796,
T18904,
T18978,
T19184,
T19492,
T19531,
T19923,Ras signaling pathway
T19923,NF-kappa B signaling pathway
T19923,PI3K-Akt signaling pathway
T19923,Apoptosis
T19923,Jak-STAT signaling pathway
T19923,Amyotrophic lateral sclerosis (ALS)
T19923,Toxoplasmosis
T19923,HTLV-I infection
T19923,Pathways in cancer
T19923,Transcriptional misregulation in cancer
T19923,Pancreatic cancer
T19923,Chronic myeloid leukemia
T19923,Small cell lung cancer
T20027,
T20033,
T20053,
T20371,
T20455,
T20537,
T20542,
T20669,MAPK signaling pathway
T20669,Ras signaling pathway
T20669,Calcium signaling pathway
T20669,cAMP signaling pathway
T20669,Chemokine signaling pathway
T20669,Oocyte meiosis
T20669,Apoptosis
T20669,Adrenergic signaling in cardiomyocytes
T20669,Vascular smooth muscle contraction
T20669,Wnt signaling pathway
T20669,Hedgehog signaling pathway
T20669,Gap junction
T20669,Platelet activation
T20669,Circadian entrainment
T20669,Long-term potentiation
T20669,Retrograde endocannabinoid signaling
T20669,Glutamatergic synapse
T20669,Cholinergic synapse
T20669,Serotonergic synapse
T20669,GABAergic synapse
T20669,Dopaminergic synapse
T20669,Olfactory transduction
T20669,Taste transduction
T20669,Inflammatory mediator regulation of TRP channels
T20669,Insulin signaling pathway
T20669,Insulin secretion
T20669,GnRH signaling pathway
T20669,Ovarian steroidogenesis
T20669,Progesterone-mediated oocyte maturation
T20669,Estrogen signaling pathway
T20669,Melanogenesis
T20669,Thyroid hormone synthesis
T20669,Thyroid hormone signaling pathway
T20669,Oxytocin signaling pathway
T20669,Glucagon signaling pathway
T20669,Regulation of lipolysis in adipocytes
T20669,Renin secretion
T20669,Endocrine and other factor-regulated calcium reabsorption
T20669,Vasopressin-regulated water reabsorption
T20669,Salivary secretion
T20669,Gastric acid secretion
T20669,Bile secretion
T20669,Parkinson's disease
T20669,Prion diseases
T20669,Cocaine addiction
T20669,Amphetamine addiction
T20669,Morphine addiction
T20669,Alcoholism
T20669,Vibrio cholerae infection
T20669,Amoebiasis
T20669,HTLV-I infection
T20669,Epstein-Barr virus infection
T20669,Pathways in cancer
T20669,Viral carcinogenesis
T20669,Proteoglycans in cancer
T20669,Dilated cardiomyopathy
T20953,
T20958,
T21038,
T21357,
T21507,PPAR signaling pathway
T21585,
T21653,
T22104,
T23311,
T23606,
T23688,
T23785,
T23831,
T23984,
T24334,
T24548,Pyrimidine metabolism
T24548,"Alanine, aspartate and glutamate metabolism"
T24548,Metabolic pathways
T24595,
T24800,Cytokine-cytokine receptor interaction
T24800,NF-kappa B signaling pathway
T24800,Osteoclast differentiation
T24800,Prolactin signaling pathway
T24800,Rheumatoid arthritis
T24820,
T24823,
T24965,
T24979,
T25136,
T25164,
T25362,
T25386,MicroRNAs in cancer
T25728,
T25861,
T25927,Apoptosis
T26073,
T26357,
T26617,Galactose metabolism
T26617,Metabolic pathways
T26617,Carbohydrate digestion and absorption
T26774,Thyroid hormone signaling pathway
T27466,
T27577,
T27954,MAPK signaling pathway
T27954,Cardiac muscle contraction
T27954,Adrenergic signaling in cardiomyocytes
T27954,Oxytocin signaling pathway
T27954,Hypertrophic cardiomyopathy (HCM)
T27954,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T27954,Dilated cardiomyopathy
T27984,
T28052,
T28132,MAPK signaling pathway
T28132,Cardiac muscle contraction
T28132,Adrenergic signaling in cardiomyocytes
T28132,Oxytocin signaling pathway
T28132,Hypertrophic cardiomyopathy (HCM)
T28132,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T28132,Dilated cardiomyopathy
T28309,
T28343,Cell cycle
T28343,Hepatitis B
T28343,HTLV-I infection
T28343,Pathways in cancer
T28343,MicroRNAs in cancer
T28343,Pancreatic cancer
T28343,Glioma
T28343,Prostate cancer
T28343,Melanoma
T28343,Bladder cancer
T28343,Chronic myeloid leukemia
T28343,Small cell lung cancer
T28343,Non-small cell lung cancer
T28418,
T28444,MAPK signaling pathway
T28705,p53 signaling pathway
T28705,Apoptosis
T28705,Toll-like receptor signaling pathway
T28705,NOD-like receptor signaling pathway
T28705,RIG-I-like receptor signaling pathway
T28705,TNF signaling pathway
T28705,Non-alcoholic fatty liver disease (NAFLD)
T28705,Alzheimer's disease
T28705,Huntington's disease
T28705,Legionellosis
T28705,Chagas disease (American trypanosomiasis)
T28705,Toxoplasmosis
T28705,Tuberculosis
T28705,Hepatitis B
T28705,Herpes simplex infection
T28705,Pathways in cancer
T28705,Viral carcinogenesis
T28705,Viral myocarditis
T28729,Cell cycle
T28729,Hepatitis B
T28729,HTLV-I infection
T28729,Pathways in cancer
T28729,MicroRNAs in cancer
T28729,Pancreatic cancer
T28729,Glioma
T28729,Prostate cancer
T28729,Melanoma
T28729,Bladder cancer
T28729,Chronic myeloid leukemia
T28729,Small cell lung cancer
T28729,Non-small cell lung cancer
T28858,
T29083,
T29148,Cell adhesion molecules (CAMs)
T29148,Toll-like receptor signaling pathway
T29148,Intestinal immune network for IgA production
T29148,Type I diabetes mellitus
T29148,Autoimmune thyroid disease
T29148,Systemic lupus erythematosus
T29148,Rheumatoid arthritis
T29148,Allograft rejection
T29148,Graft-versus-host disease
T29148,Viral myocarditis
T29355,Cysteine and methionine metabolism
T29355,Metabolic pathways
T29355,MicroRNAs in cancer
T29635,
T29678,
T29728,
T30163,
T30215,
T30219,
T30286,
T30292,
T30397,
T30414,Rap1 signaling pathway
T30414,Neuroactive ligand-receptor interaction
T30414,Platelet activation
T30414,Pathways in cancer
T30614,
T30727,
T30829,
T31032,MAPK signaling pathway
T31032,ErbB signaling pathway
T31032,Ras signaling pathway
T31032,Rap1 signaling pathway
T31032,cGMP-PKG signaling pathway
T31032,cAMP signaling pathway
T31032,HIF-1 signaling pathway
T31032,FoxO signaling pathway
T31032,Sphingolipid signaling pathway
T31032,PI3K-Akt signaling pathway
T31032,Vascular smooth muscle contraction
T31032,VEGF signaling pathway
T31032,Gap junction
T31032,Signaling pathways regulating pluripotency of stem cells
T31032,Toll-like receptor signaling pathway
T31032,Natural killer cell mediated cytotoxicity
T31032,T cell receptor signaling pathway
T31032,B cell receptor signaling pathway
T31032,Fc epsilon RI signaling pathway
T31032,Long-term potentiation
T31032,Neurotrophin signaling pathway
T31032,Long-term depression
T31032,Regulation of actin cytoskeleton
T31032,Insulin signaling pathway
T31032,GnRH signaling pathway
T31032,Estrogen signaling pathway
T31032,Melanogenesis
T31032,Prolactin signaling pathway
T31032,Thyroid hormone signaling pathway
T31032,Oxytocin signaling pathway
T31032,Prion diseases
T31032,Hepatitis B
T31032,Influenza A
T31032,Pathways in cancer
T31032,Proteoglycans in cancer
T31032,MicroRNAs in cancer
T31032,Renal cell carcinoma
T31032,Endometrial cancer
T31032,Glioma
T31032,Prostate cancer
T31032,Thyroid cancer
T31032,Melanoma
T31032,Bladder cancer
T31032,Chronic myeloid leukemia
T31032,Acute myeloid leukemia
T31032,Non-small cell lung cancer
T31032,Central carbon metabolism in cancer
T31032,Choline metabolism in cancer
T31227,
T31543,MicroRNAs in cancer
T31665,
T31674,
T31721,
T31882,
T31935,
T32434,
T32590,
T33211,
T33367,"Alanine, aspartate and glutamate metabolism"
T33367,Cysteine and methionine metabolism
T33367,Arginine and proline metabolism
T33367,Tyrosine metabolism
T33367,Phenylalanine metabolism
T33367,"Phenylalanine, tyrosine and tryptophan biosynthesis"
T33367,Metabolic pathways
T33367,Biosynthesis of antibiotics
T33367,Carbon metabolism
T33367,2-Oxocarboxylic acid metabolism
T33367,Biosynthesis of amino acids
T33586,
T33902,
T33931,
T33966,
T34064,
T34337,
T34389,Retrograde endocannabinoid signaling
T34471,
T34563,
T35264,
T35283,
T35527,Arachidonic acid metabolism
T35527,Metabolic pathways
T35527,Serotonergic synapse
T35527,Inflammatory mediator regulation of TRP channels
T35664,
T35809,
T35824,
T36121,MAPK signaling pathway
T36121,ErbB signaling pathway
T36121,Cell cycle
T36121,PI3K-Akt signaling pathway
T36121,Wnt signaling pathway
T36121,TGF-beta signaling pathway
T36121,Hippo signaling pathway
T36121,Signaling pathways regulating pluripotency of stem cells
T36121,Jak-STAT signaling pathway
T36121,Thyroid hormone signaling pathway
T36121,Hepatitis B
T36121,HTLV-I infection
T36121,Epstein-Barr virus infection
T36121,Pathways in cancer
T36121,Transcriptional misregulation in cancer
T36121,Proteoglycans in cancer
T36121,MicroRNAs in cancer
T36121,Colorectal cancer
T36121,Endometrial cancer
T36121,Thyroid cancer
T36121,Bladder cancer
T36121,Chronic myeloid leukemia
T36121,Acute myeloid leukemia
T36121,Small cell lung cancer
T36121,Central carbon metabolism in cancer
T36292,
T36445,
T36581,
T36612,
T36725,
T36806,Arginine and proline metabolism
T36806,Metabolic pathways
T36806,Biosynthesis of antibiotics
T36806,Biosynthesis of amino acids
T36806,Amoebiasis
T37077,MAPK signaling pathway
T37077,Ras signaling pathway
T37077,Cytokine-cytokine receptor interaction
T37077,FoxO signaling pathway
T37077,PI3K-Akt signaling pathway
T37077,Apoptosis
T37077,Natural killer cell mediated cytotoxicity
T37077,Neurotrophin signaling pathway
T37077,Non-alcoholic fatty liver disease (NAFLD)
T37077,Type I diabetes mellitus
T37077,Chagas disease (American trypanosomiasis)
T37077,African trypanosomiasis
T37077,Hepatitis B
T37077,Measles
T37077,Influenza A
T37077,Herpes simplex infection
T37077,Pathways in cancer
T37077,Proteoglycans in cancer
T37077,Autoimmune thyroid disease
T37077,Allograft rejection
T37077,Graft-versus-host disease
T37271,Glycosphingolipid biosynthesis - ganglio series
T37271,Metabolic pathways
T37360,
T37371,
T37384,
T37417,
T37505,
T37961,
T37986,
T38012,Circadian entrainment
T38012,Retrograde endocannabinoid signaling
T38012,Glutamatergic synapse
T38012,Cholinergic synapse
T38012,Serotonergic synapse
T38012,Dopaminergic synapse
T38012,Estrogen signaling pathway
T38012,Oxytocin signaling pathway
T38012,Morphine addiction
T38017,Toll-like receptor signaling pathway
T38017,RIG-I-like receptor signaling pathway
T38017,Cytosolic DNA-sensing pathway
T38017,Pertussis
T38017,Hepatitis C
T38017,Hepatitis B
T38017,Measles
T38017,Influenza A
T38017,Herpes simplex infection
T38017,Epstein-Barr virus infection
T38017,Viral carcinogenesis
T38134,
T38157,
T38581,
T38622,
T38772,
T38996,Glycerophospholipid metabolism
T38996,Ether lipid metabolism
T38996,Metabolic pathways
T38996,Ras signaling pathway
T38996,cAMP signaling pathway
T38996,Sphingolipid signaling pathway
T38996,Endocytosis
T38996,Fc gamma R-mediated phagocytosis
T38996,Glutamatergic synapse
T38996,GnRH signaling pathway
T38996,Pathways in cancer
T38996,Pancreatic cancer
T38996,Choline metabolism in cancer
T39134,Pathways in cancer
T39134,Thyroid cancer
T39135,
T39195,
T39380,
T39486,
T39519,
T39698,
T40103,
T40243,
T40488,
T40890,
T41036,
T41145,
T41195,
T41666,Purine metabolism
T41666,Drug metabolism - other enzymes
T41666,Metabolic pathways
T41702,
T41766,NF-kappa B signaling pathway
T41766,Apoptosis
T41766,Toll-like receptor signaling pathway
T41766,Neurotrophin signaling pathway
T41766,Pertussis
T41766,Leishmaniasis
T41766,Chagas disease (American trypanosomiasis)
T41766,Toxoplasmosis
T41766,Tuberculosis
T41766,Measles
T41766,Influenza A
T42004,Pathogenic Escherichia coli infection
T42025,
T42247,
T42337,
T42447,
T42881,
T43031,
T43303,
T43531,
T43881,
T44011,Steroid hormone biosynthesis
T44011,Metabolic pathways
T44011,Ovarian steroidogenesis
T44341,
T44387,
T44515,Nicotinate and nicotinamide metabolism
T44515,Metabolic pathways
T44516,
T45518,
T45601,
T46000,
T46318,
T46395,
T46508,
T46515,Aminoacyl-tRNA biosynthesis
T46685,
T46700,MAPK signaling pathway
T46700,Toll-like receptor signaling pathway
T46700,T cell receptor signaling pathway
T46700,TNF signaling pathway
T46814,
T47306,Carbohydrate digestion and absorption
T47498,
T47594,
T47657,
T47782,
T47988,
T48330,Central carbon metabolism in cancer
T48614,RNA transport
T48614,HIF-1 signaling pathway
T48614,mTOR signaling pathway
T48614,PI3K-Akt signaling pathway
T48614,Insulin signaling pathway
T48791,MAPK signaling pathway
T48791,Ubiquitin mediated proteolysis
T48791,RIG-I-like receptor signaling pathway
T48791,Neurotrophin signaling pathway
T48791,GnRH signaling pathway
T48791,Hepatitis B
T48791,HTLV-I infection
T48812,
T49031,
T49080,
T49102,
T49208,
T49542,
T49627,
T49925,
T49995,
T50007,Phagosome
T50224,
T50429,
T50773,
T50970,
T51284,
T51385,
T51671,cAMP signaling pathway
T51671,Adipocytokine signaling pathway
T51671,Alcoholism
T52067,
T52382,NF-kappa B signaling pathway
T52382,Toll-like receptor signaling pathway
T52382,Pathogenic Escherichia coli infection
T52382,Pertussis
T52382,Toxoplasmosis
T52447,
T52501,MAPK signaling pathway
T52501,Gap junction
T52501,GnRH signaling pathway
T52617,
T52796,Notch signaling pathway
T52936,
T52946,
T53186,
T53350,
T53468,
T53469,
T53489,Oxidative phosphorylation
T53489,Metabolic pathways
T53578,Fatty acid biosynthesis
T53578,Biotin metabolism
T53578,Metabolic pathways
T53578,Fatty acid metabolism
T53612,
T53892,
T53952,
T53975,Cytokine-cytokine receptor interaction
T53975,Chemokine signaling pathway
T54229,
T54472,
T54473,
T54526,Glycolysis / Gluconeogenesis
T54526,"Glycine, serine and threonine metabolism"
T54526,Methane metabolism
T54526,Metabolic pathways
T54526,Biosynthesis of secondary metabolites
T54526,Microbial metabolism in diverse environments
T54526,Biosynthesis of antibiotics
T54526,Carbon metabolism
T54526,Biosynthesis of amino acids
T54973,
T54982,
T55005,
T55068,
T55114,
T55414,
T55826,"Glycine, serine and threonine metabolism"
T55826,Cyanoamino acid metabolism
T55826,Glyoxylate and dicarboxylate metabolism
T55826,One carbon pool by folate
T55826,Metabolic pathways
T55826,Biosynthesis of antibiotics
T55826,Carbon metabolism
T55826,Biosynthesis of amino acids
T55916,Cholinergic synapse
T55932,
T55956,
T55986,Proteasome
