target_id,disease_name,target_disease_approval_status
T51191,Solid tumour/cancer,Phase 1
T51282,Solid tumour/cancer,Investigative
T51407,Solid tumour/cancer,Phase 2
T51425,Solid tumour/cancer,Phase 1
T51565,Solid tumour/cancer,Phase 1
T51666,Solid tumour/cancer,Preclinical
T51693,Solid tumour/cancer,Phase 1
T51694,Solid tumour/cancer,Discontinued in Phase 2
T51883,Solid tumour/cancer,Phase 2
T52036,Solid tumour/cancer,Preclinical
T52227,Solid tumour/cancer,Approved
T52316,Solid tumour/cancer,Phase 2
T52389,Solid tumour/cancer,Phase 1
T52450,Solid tumour/cancer,Terminated
T52624,Solid tumour/cancer,Phase 2
T52671,Solid tumour/cancer,Phase 1
T53251,Solid tumour/cancer,Preclinical
T53378,Solid tumour/cancer,Phase 3
T53389,Solid tumour/cancer,Phase 1/2
T53524,Solid tumour/cancer,Phase 3
T53764,Solid tumour/cancer,Phase 2
T54093,Solid tumour/cancer,Phase 1
T54156,Solid tumour/cancer,Phase 3
T54379,Solid tumour/cancer,Phase 1
T54582,Solid tumour/cancer,Phase 1/2
T54644,Solid tumour/cancer,Investigative
T55273,Solid tumour/cancer,Phase 2
T55293,Solid tumour/cancer,Phase 2
T55610,Solid tumour/cancer,Phase 3
T55709,Solid tumour/cancer,Phase 1
T55781,Solid tumour/cancer,Phase 1
T55860,Solid tumour/cancer,Phase 2
T55922,Solid tumour/cancer,Phase 2
T56051,Solid tumour/cancer,Preclinical
T56349,Solid tumour/cancer,Phase 1
T56367,Solid tumour/cancer,Terminated
T56418,Solid tumour/cancer,Phase 2
T56510,Solid tumour/cancer,Phase 2
T56923,Solid tumour/cancer,Phase 1
T57059,Solid tumour/cancer,Phase 1
T57278,Solid tumour/cancer,Phase 1/2
T57585,Solid tumour/cancer,Phase 2
T57680,Solid tumour/cancer,Phase 3
T57700,Solid tumour/cancer,Phase 2
T57941,Solid tumour/cancer,Phase 1
T57943,Solid tumour/cancer,Investigative
T58184,Solid tumour/cancer,Phase 1
T58238,Solid tumour/cancer,Phase 1
T58298,Solid tumour/cancer,Phase 1
T58449,Solid tumour/cancer,Phase 2
T58454,Solid tumour/cancer,Phase 3
T58679,Solid tumour/cancer,Phase 1
T58772,Solid tumour/cancer,Phase 2
T58970,Solid tumour/cancer,Phase 1/2
T58998,Solid tumour/cancer,Phase 1/2
T59001,Solid tumour/cancer,Phase 1/2
T59102,Solid tumour/cancer,Phase 3
T59190,Solid tumour/cancer,Investigative
T59273,Solid tumour/cancer,Phase 1/2
T59328,Solid tumour/cancer,Approved
T59480,Solid tumour/cancer,Phase 1/2
T59550,Solid tumour/cancer,Preclinical
T59604,Solid tumour/cancer,Phase 2
T59631,Solid tumour/cancer,Phase 3
T59654,Solid tumour/cancer,Investigative
T59735,Solid tumour/cancer,Terminated
T59909,Solid tumour/cancer,Terminated
T60345,Solid tumour/cancer,Phase 2
T60529,Solid tumour/cancer,Phase 3
T60631,Solid tumour/cancer,Approved
T60930,Solid tumour/cancer,Phase 1
T61339,Solid tumour/cancer,Investigative
T61484,Solid tumour/cancer,Investigative
T61544,Solid tumour/cancer,Phase 2
T61683,Solid tumour/cancer,Phase 2
T61698,Solid tumour/cancer,Phase 1/2
T61722,Solid tumour/cancer,Clinical trial
T62431,Solid tumour/cancer,Phase 1
T62449,Solid tumour/cancer,Phase 2
T62705,Solid tumour/cancer,Phase 2
T62739,Solid tumour/cancer,Phase 1
T62753,Solid tumour/cancer,Phase 2
T62841,Solid tumour/cancer,Patented
T63083,Solid tumour/cancer,Phase 1/2
T63414,Solid tumour/cancer,Phase 1/2
T63505,Solid tumour/cancer,Phase 2
T63512,Solid tumour/cancer,Patented
T63816,Solid tumour/cancer,Investigative
T63966,Solid tumour/cancer,Phase 3
T64242,Solid tumour/cancer,Discontinued in Phase 1
T64258,Solid tumour/cancer,Approved
T64376,Solid tumour/cancer,Phase 1
T64567,Solid tumour/cancer,Phase 3
T64721,Solid tumour/cancer,Phase 2
T64774,Solid tumour/cancer,Phase 1/2
T64795,Solid tumour/cancer,Investigative
T65019,Solid tumour/cancer,Phase 1/2a
T65116,Solid tumour/cancer,Phase 1
T65197,Solid tumour/cancer,Approved
T65236,Solid tumour/cancer,Phase 1/2
T65501,Solid tumour/cancer,Phase 3
T65755,Solid tumour/cancer,Registered
T65864,Solid tumour/cancer,Terminated
T65868,Solid tumour/cancer,Withdrawn from market
T65879,Solid tumour/cancer,Investigative
T65883,Solid tumour/cancer,Phase 1/2
T65889,Solid tumour/cancer,Phase 1
T66252,Solid tumour/cancer,Phase 1
T66505,Solid tumour/cancer,Approved
T66514,Solid tumour/cancer,Phase 1
T66665,Solid tumour/cancer,Phase 3
T66903,Solid tumour/cancer,Phase 1
T67022,Solid tumour/cancer,Terminated
T67103,Solid tumour/cancer,Phase 1
T67162,Solid tumour/cancer,Phase 1
T67363,Solid tumour/cancer,Phase 2
T67619,Solid tumour/cancer,Phase 2
T67805,Solid tumour/cancer,Phase 1
T67849,Solid tumour/cancer,Phase 1
T67894,Solid tumour/cancer,Phase 2
T67908,Solid tumour/cancer,Phase 1/2
T67952,Solid tumour/cancer,Discontinued in Phase 3
T68001,Solid tumour/cancer,Phase 1
T68066,Solid tumour/cancer,Approved
T68163,Solid tumour/cancer,Phase 1
T68251,Solid tumour/cancer,Discontinued in Phase 2
T68290,Solid tumour/cancer,Investigative
T68470,Solid tumour/cancer,Preclinical
T68525,Solid tumour/cancer,Phase 1
T68536,Solid tumour/cancer,Approved
T68547,Solid tumour/cancer,Registered
T68668,Solid tumour/cancer,Discontinued in Phase 2
T68782,Solid tumour/cancer,Clinical trial
T68887,Solid tumour/cancer,Phase 1
T69128,Solid tumour/cancer,Phase 2
T69189,Solid tumour/cancer,Approved
T69563,Solid tumour/cancer,Phase 1
T69707,Solid tumour/cancer,Phase 1
T69823,Solid tumour/cancer,Phase 1/2
T69991,Solid tumour/cancer,Phase 1
T70067,Solid tumour/cancer,Phase 2
T70101,Solid tumour/cancer,Phase 1
T70176,Solid tumour/cancer,Phase 2
T70234,Solid tumour/cancer,Terminated
T70508,Solid tumour/cancer,Phase 2
T70792,Solid tumour/cancer,Phase 2
T70977,Solid tumour/cancer,Phase 1
T71164,Solid tumour/cancer,Phase 1/2
T71167,Solid tumour/cancer,Phase 1
T71266,Solid tumour/cancer,Phase 2
T71398,Solid tumour/cancer,Phase 3
T71479,Solid tumour/cancer,Phase 1
T71536,Solid tumour/cancer,Phase 2
T72042,Solid tumour/cancer,Phase 1
T72168,Solid tumour/cancer,Investigative
T72514,Solid tumour/cancer,Phase 1
T72702,Solid tumour/cancer,Phase 2
T72835,Solid tumour/cancer,Phase 1
T73097,Solid tumour/cancer,Phase 2
T73215,Solid tumour/cancer,Phase 2
T73342,Solid tumour/cancer,Phase 1
T73404,Solid tumour/cancer,Phase 2
T73475,Solid tumour/cancer,Terminated
T73476,Solid tumour/cancer,Investigative
T73726,Solid tumour/cancer,Phase 3
T73756,Solid tumour/cancer,Phase 1/2
T73992,Solid tumour/cancer,Clinical trial
T74002,Solid tumour/cancer,Phase 2
T74073,Solid tumour/cancer,Phase 1/2
T74312,Solid tumour/cancer,Phase 2
T74839,Solid tumour/cancer,Investigative
T74977,Solid tumour/cancer,Phase 1
T75243,Solid tumour/cancer,Approved
T75440,Solid tumour/cancer,Phase 2
T75498,Solid tumour/cancer,Phase 2
T75499,Solid tumour/cancer,Approved
T75570,Solid tumour/cancer,Phase 1
T75596,Solid tumour/cancer,Phase 3
T75613,Solid tumour/cancer,Preclinical
T75797,Solid tumour/cancer,Clinical trial
T75890,Solid tumour/cancer,Approved
T76093,Solid tumour/cancer,Phase 1
T76198,Solid tumour/cancer,Clinical trial
T76233,Solid tumour/cancer,Phase 1/2
T76396,Solid tumour/cancer,Terminated
T77158,Solid tumour/cancer,Discontinued in Phase 2
T77365,Solid tumour/cancer,Phase 1
T77534,Solid tumour/cancer,Phase 1
T77594,Solid tumour/cancer,Phase 1
T77645,Solid tumour/cancer,Discontinued in Phase 1/2
T78319,Solid tumour/cancer,Phase 1
T78393,Solid tumour/cancer,Investigative
T78874,Solid tumour/cancer,Phase 2/3
T79027,Solid tumour/cancer,Phase 2
T79162,Solid tumour/cancer,Phase 1
T79249,Solid tumour/cancer,Approved
T79473,Solid tumour/cancer,Investigative
T79747,Solid tumour/cancer,Phase 1
T79961,Solid tumour/cancer,Phase 3
T80011,Solid tumour/cancer,Phase 2
T80276,Solid tumour/cancer,Phase 2/3
T80782,Solid tumour/cancer,Phase 2
T80896,Solid tumour/cancer,Terminated
T80942,Solid tumour/cancer,Phase 1/2
T80975,Solid tumour/cancer,Approved
T81358,Solid tumour/cancer,Phase 1
T81386,Solid tumour/cancer,Phase 1
T81443,Solid tumour/cancer,Phase 1
T81569,Solid tumour/cancer,Phase 1
T81695,Solid tumour/cancer,Phase 1
T81735,Solid tumour/cancer,Phase 1/2
T81892,Solid tumour/cancer,Phase 2
T81916,Solid tumour/cancer,Phase 1
T82078,Solid tumour/cancer,Phase 1/2
T82105,Solid tumour/cancer,Phase 1/2
T82277,Solid tumour/cancer,Phase 2
T82383,Solid tumour/cancer,Phase 1/2
T82665,Solid tumour/cancer,Phase 2
T82795,Solid tumour/cancer,Approved
T83059,Solid tumour/cancer,Phase 1/2
T83145,Solid tumour/cancer,Phase 2
T83174,Solid tumour/cancer,Terminated
T83386,Solid tumour/cancer,Phase 2
T83797,Solid tumour/cancer,Phase 1
T83905,Solid tumour/cancer,Phase 1
T83982,Solid tumour/cancer,Preclinical
T84133,Solid tumour/cancer,Phase 1
T84397,Solid tumour/cancer,Phase 2
T84472,Solid tumour/cancer,Phase 1
T84581,Solid tumour/cancer,Approved
T84631,Solid tumour/cancer,Preclinical
T84703,Solid tumour/cancer,Approved
T84726,Solid tumour/cancer,Phase 1
T84780,Solid tumour/cancer,Phase 2
T84894,Solid tumour/cancer,Phase 1
T85072,Solid tumour/cancer,Phase 1
T85076,Solid tumour/cancer,Phase 2
T85241,Solid tumour/cancer,Preclinical
T85421,Solid tumour/cancer,Phase 2
T85467,Solid tumour/cancer,Clinical trial
T85544,Solid tumour/cancer,Phase 2
T85554,Solid tumour/cancer,Phase 1
T85616,Solid tumour/cancer,Phase 2
T85651,Solid tumour/cancer,Phase 2
T85733,Solid tumour/cancer,Phase 1
T85799,Solid tumour/cancer,Phase 3
T85943,Solid tumour/cancer,Approved
T86052,Solid tumour/cancer,Phase 1
T86072,Solid tumour/cancer,Phase 1
T86254,Solid tumour/cancer,Phase 2
T86350,Solid tumour/cancer,Phase 2
T86399,Solid tumour/cancer,Phase 1
T86428,Solid tumour/cancer,Terminated
T86528,Solid tumour/cancer,Investigative
T86591,Solid tumour/cancer,Phase 1
T86679,Solid tumour/cancer,IND submitted
T86734,Solid tumour/cancer,Phase 2
T86803,Solid tumour/cancer,Phase 1/2
T86836,Solid tumour/cancer,Approved
T87023,Solid tumour/cancer,Discontinued in Phase 1
T87024,Solid tumour/cancer,Phase 3
T87075,Solid tumour/cancer,Phase 1
T87108,Solid tumour/cancer,Phase 1/2
T87608,Solid tumour/cancer,Discontinued in Phase 1
T87675,Solid tumour/cancer,Phase 3
T87871,Solid tumour/cancer,Phase 2
T87946,Solid tumour/cancer,Terminated
T88023,Solid tumour/cancer,Phase 2
T88304,Solid tumour/cancer,Phase 2
T88318,Solid tumour/cancer,Phase 2
T88430,Solid tumour/cancer,Phase 1
T88569,Solid tumour/cancer,Phase 1
T89034,Solid tumour/cancer,Investigative
T89055,Solid tumour/cancer,Discontinued in Phase 1
T89361,Solid tumour/cancer,Phase 3
T89515,Solid tumour/cancer,Phase 2
T89534,Solid tumour/cancer,Approved
T89697,Solid tumour/cancer,Phase 2
T89918,Solid tumour/cancer,Phase 2
T89988,Solid tumour/cancer,Phase 1
T90553,Solid tumour/cancer,Phase 1
T90648,Solid tumour/cancer,Phase 2
T90672,Solid tumour/cancer,Preclinical
T90835,Solid tumour/cancer,Phase 1/2
T90989,Solid tumour/cancer,Investigative
T91331,Solid tumour/cancer,Phase 3
T92057,Solid tumour/cancer,Phase 3
T92124,Solid tumour/cancer,Phase 2
T92144,Solid tumour/cancer,Phase 1
T92308,Solid tumour/cancer,Phase 3
T92828,Solid tumour/cancer,Phase 2
T93061,Solid tumour/cancer,Phase 1
T93062,Solid tumour/cancer,Discontinued in Phase 3
T93092,Solid tumour/cancer,Phase 1
T93450,Solid tumour/cancer,Phase 2
T93548,Solid tumour/cancer,Phase 1
T93711,Solid tumour/cancer,Investigative
T93903,Solid tumour/cancer,Investigative
T93923,Solid tumour/cancer,Phase 2
T94033,Solid tumour/cancer,Investigative
T94085,Solid tumour/cancer,Phase 1
T94324,Solid tumour/cancer,Investigative
T94444,Solid tumour/cancer,Approved
T94479,Solid tumour/cancer,Phase 1
T94718,Solid tumour/cancer,Phase 1/2
T94880,Solid tumour/cancer,Phase 1
T95108,Solid tumour/cancer,Phase 1
T95289,Solid tumour/cancer,Phase 1
T95385,Solid tumour/cancer,Phase 1
T95913,Solid tumour/cancer,Phase 3
T95998,Solid tumour/cancer,Phase 3
T96079,Solid tumour/cancer,Phase 1/2
T96144,Solid tumour/cancer,Approved
T96592,Solid tumour/cancer,Discontinued in Phase 1
T96623,Solid tumour/cancer,Phase 1
T96721,Solid tumour/cancer,Phase 3
T96736,Solid tumour/cancer,Discontinued in Phase 1
T96788,Solid tumour/cancer,Investigative
T97008,Solid tumour/cancer,Phase 1
T97071,Solid tumour/cancer,Phase 2
T97111,Solid tumour/cancer,Phase 1
T97136,Solid tumour/cancer,Phase 1/2
T97155,Solid tumour/cancer,Phase 1/2
T97196,Solid tumour/cancer,Phase 1
T97257,Solid tumour/cancer,IND submitted
T97353,Solid tumour/cancer,Investigative
T97553,Solid tumour/cancer,Phase 2
T97592,Solid tumour/cancer,Phase 1
T97655,Solid tumour/cancer,Investigative
T97766,Solid tumour/cancer,Phase 1/2
T97947,Solid tumour/cancer,Phase 1
T98052,Solid tumour/cancer,Phase 1
T98234,Solid tumour/cancer,Phase 1
T98293,Solid tumour/cancer,Phase 1
T98397,Solid tumour/cancer,Phase 1
T98913,Solid tumour/cancer,Approved
T99031,Solid tumour/cancer,Phase 1
T99089,Solid tumour/cancer,Phase 2
T99160,Solid tumour/cancer,Phase 1/2
T99338,Solid tumour/cancer,Phase 1/2
T99566,Solid tumour/cancer,Phase 1
T99704,Solid tumour/cancer,Phase 1
T99816,Solid tumour/cancer,Phase 2
T99840,Solid tumour/cancer,Phase 2
T99909,Solid tumour/cancer,Phase 2
T99948,Solid tumour/cancer,Approved
T99954,Solid tumour/cancer,Terminated
T11451,Squamous cell carcinoma,Phase 1/2
T29339,Squamous cell carcinoma,Phase 1
T46482,Squamous cell carcinoma,Phase 1
T48703,Squamous cell carcinoma,Phase 1
T51693,Squamous cell carcinoma,Phase 2
T59631,Squamous cell carcinoma,Phase 3
T83797,Squamous cell carcinoma,Phase 2
T86350,Squamous cell carcinoma,Phase 2
T86836,Squamous cell carcinoma,Phase 1
T87946,Squamous cell carcinoma,Phase 2
T97766,Squamous cell carcinoma,Phase 1
T99948,Squamous cell carcinoma,Phase 3
T60345,Stomach cancer,Phase 1
T65883,Stomach cancer,Phase 3
T65883,Stomach cancer,Phase 1/2
T67849,Stomach cancer,Approved
T05849,Stomach disease,Phase 2
T21945,Stomach disease,Phase 2
T55959,Stomach disease,Phase 2
T52921,Stress,Investigative
T12097,Synovial sarcoma,Phase 2
T25265,Synovial sarcoma,Phase 1
T59702,Synovial sarcoma,Phase 1
T82277,Synovial sarcoma,Phase 1/2
T82494,Synovial sarcoma,Phase 1/2
T85943,Synovial sarcoma,Phase 3
T31479,Synthesis disorder,Approved
T42822,Synthesis disorder,Approved
T76369,Synthesis disorder,Approved
T00239,Systemic sclerosis,Phase 2
T03346,Systemic sclerosis,Phase 2
T14731,Systemic sclerosis,Phase 3
T19556,Systemic sclerosis,Phase 2
T20178,Systemic sclerosis,Phase 3
T29064,Systemic sclerosis,Approved
T29143,Systemic sclerosis,Phase 2
T60529,Systemic sclerosis,Phase 3
T92640,Systemic sclerosis,Phase 2
T95923,Systemic sclerosis,Phase 2
T97257,Systemic sclerosis,Phase 1
T40556,Testicular cancer,Phase 1
T58998,Testicular cancer,Phase 1
T65868,Testicular cancer,Approved
T90985,Testicular cancer,Phase 1
T99948,Testicular cancer,Phase 2
T00140,Thrombocytopenia,Phase 4
T14755,Thrombocytopenia,Phase 1
T16156,Thrombocytopenia,Approved
T23348,Thrombocytopenia,Approved
T23666,Thrombocytopenia,Approved
T39977,Thrombocytopenia,Phase 4
T45758,Thrombocytopenia,Phase 1
T47101,Thrombocytopenia,Approved
T47610,Thrombocytopenia,Approved
T51120,Thrombocytopenia,Investigative
T53524,Thrombocytopenia,Approved
T56308,Thrombocytopenia,Phase 3
T57700,Thrombocytopenia,Approved
T59102,Thrombocytopenia,Approved
T60631,Thrombocytopenia,Approved
T62431,Thrombocytopenia,Approved
T73215,Thrombocytopenia,Phase 1/2
T80782,Thrombocytopenia,Approved
T80896,Thrombocytopenia,Discontinued in Phase 1
T80975,Thrombocytopenia,Approved
T87023,Thrombocytopenia,Terminated
T89534,Thrombocytopenia,Discontinued in Phase 1
T94033,Thrombocytopenia,Approved
T99616,Thrombocytopenia,Approved
T00140,Thrombosis,Discontinued in Phase 2
T00496,Thrombosis,Phase 2
T05031,Thrombosis,Terminated
T10965,Thrombosis,Phase 1
T11211,Thrombosis,Phase 2
T11843,Thrombosis,Approved
T11947,Thrombosis,Terminated
T15497,Thrombosis,Phase 3
T15556,Thrombosis,Phase 1
T15803,Thrombosis,Phase 2
T17427,Thrombosis,Phase 1/2
T17758,Thrombosis,Phase 3
T20297,Thrombosis,Terminated
T23348,Thrombosis,Phase 1
T26623,Thrombosis,Phase 2/3
T34429,Thrombosis,Discontinued in Phase 2
T36483,Thrombosis,Terminated
T38509,Thrombosis,Phase 1
T45151,Thrombosis,Terminated
T46040,Thrombosis,Phase 2
T46937,Thrombosis,Approved
T47077,Thrombosis,Discontinued in Phase 3
T50688,Thrombosis,Phase 1
T53585,Thrombosis,Discontinued in Phase 2
T54931,Thrombosis,Discontinued in Phase 2
T62431,Thrombosis,Investigative
T68782,Thrombosis,Phase 1
T73476,Thrombosis,Phase 3
T75984,Thrombosis,Terminated
T76198,Thrombosis,Phase 2
T78356,Thrombosis,Phase 1
T82543,Thrombosis,Discontinued in Phase 2
T82577,Thrombosis,Phase 2/3
T83369,Thrombosis,Discontinued in Phase 3
T84631,Thrombosis,Approved
T87023,Thrombosis,Terminated
T94033,Thrombosis,Approved
T96144,Thrombosis,Phase 1
T98022,Thrombosis,Phase 1
T07448,Thrombotic microangiopathy,Phase 2
T60708,Thrombotic microangiopathy,Phase 3
T05849,Thyroid cancer,Phase 1
T16601,Thyroid cancer,Phase 2
T23003,Thyroid cancer,Phase 3
T26203,Thyroid cancer,Phase 1
T35940,Thyroid cancer,Phase 3
T40474,Thyroid cancer,Approved
T60606,Thyroid cancer,Approved
T60631,Thyroid cancer,Approved
T80975,Thyroid cancer,Approved
T89055,Thyroid cancer,Phase 3
T73476,Tinnitus,Approved
T15739,Toxicity,Terminated
T38179,Toxicity,Discontinued in Phase 2
T71446,Toxicity,Investigative
T99799,Toxicity,Investigative
T17345,Toxoplasmosis,Phase 1
T89515,Toxoplasmosis,Approved
T01232,Transplant rejection,Phase 3
T09960,Transplant rejection,Terminated
T28925,Transplant rejection,Approved
T40111,Transplant rejection,Approved
T43115,Transplant rejection,Phase 1
T45758,Transplant rejection,Phase 2
T50912,Transplant rejection,Terminated
T57011,Transplant rejection,Terminated
T58238,Transplant rejection,Terminated
T61729,Transplant rejection,Phase 1
T75243,Transplant rejection,Approved
T76059,Transplant rejection,Phase 1/2
T88318,Transplant rejection,Phase 2
T53748,Trypanosomiasis,Investigative
T60366,Trypanosomiasis,Phase 2
T95139,Trypanosomiasis,Approved
T19414,Ulcer,Phase 2
T95212,Ulcer,Discontinued in Phase 2
T99948,Ulcer,Phase 0
T00238,Ulcerative colitis,Phase 3
T00884,Ulcerative colitis,Phase 2
T03691,Ulcerative colitis,Phase 2
T04389,Ulcerative colitis,Phase 2
T05849,Ulcerative colitis,Phase 2
T06438,Ulcerative colitis,Approved
T06841,Ulcerative colitis,Phase 2
T07403,Ulcerative colitis,Phase 2
T13251,Ulcerative colitis,Approved
T13852,Ulcerative colitis,Approved
T14065,Ulcerative colitis,Approved
T16888,Ulcerative colitis,Phase 2
T18876,Ulcerative colitis,Investigative
T20178,Ulcerative colitis,Phase 1
T22655,Ulcerative colitis,Phase 3
T22839,Ulcerative colitis,Phase 3
T23666,Ulcerative colitis,Clinical trial
T26203,Ulcerative colitis,Phase 2
T29130,Ulcerative colitis,Phase 1
T29143,Ulcerative colitis,Phase 3
T30635,Ulcerative colitis,Phase 2
T30985,Ulcerative colitis,Discontinued in Phase 3
T35212,Ulcerative colitis,Phase 2
T35842,Ulcerative colitis,Phase 2
T40332,Ulcerative colitis,Phase 3
T43415,Ulcerative colitis,Phase 1
T44682,Ulcerative colitis,Phase 1
T45457,Ulcerative colitis,Phase 2
T46526,Ulcerative colitis,Patented
T47888,Ulcerative colitis,Phase 2
T51666,Ulcerative colitis,Phase 3
T54156,Ulcerative colitis,Phase 3
T56923,Ulcerative colitis,Phase 2
T57011,Ulcerative colitis,Phase 2
T59631,Ulcerative colitis,Phase 2
T60529,Ulcerative colitis,Approved
T61622,Ulcerative colitis,Phase 2
T62460,Ulcerative colitis,Phase 3
T63207,Ulcerative colitis,Phase 2
T63211,Ulcerative colitis,Phase 2
T73476,Ulcerative colitis,Discontinued in Phase 3
T75243,Ulcerative colitis,Investigative
T86130,Ulcerative colitis,Phase 3
T86552,Ulcerative colitis,Phase 1
T92687,Ulcerative colitis,Discontinued in Preregistration
T93661,Ulcerative colitis,Phase 2
T94479,Ulcerative colitis,Clinical trial
T94695,Ulcerative colitis,Phase 2
T97587,Ulcerative colitis,Approved
T97873,Ulcerative colitis,Phase 1
T97947,Ulcerative colitis,Phase 2
T99340,Ulcerative colitis,Phase 2
T59328,Urethral cancer,Phase 2
T79961,Urgency,Approved
T08378,Urinary tract infection,Phase 2
T17345,Urinary tract infection,Approved
T22348,Urinary tract infection,Approved
T28869,Urinary tract infection,Approved
T32468,Urinary tract infection,Investigative
T33193,Urinary tract infection,Approved
T34743,Urinary tract infection,Approved
T37382,Urinary tract infection,Phase 2
T38179,Urinary tract infection,Approved
T40696,Urinary tract infection,Approved
T46526,Urinary tract infection,Phase 1
T49814,Urinary tract infection,Approved
T53748,Urinary tract infection,Investigative
T63240,Urinary tract infection,Phase 1
T67282,Urinary tract infection,Phase 2
T68934,Urinary tract infection,Phase 2
T72444,Urinary tract infection,Investigative
T72545,Urinary tract infection,Approved
T76685,Urinary tract infection,Phase 3
T82723,Urinary tract infection,Investigative
T88240,Urinary tract infection,Approved
T96144,Urinary tract infection,Approved
T98917,Urinary tract infection,Approved
T14597,Urogenital cancer,Phase 2
T42000,Urticaria,Phase 2
T62431,Urticaria,Phase 1
T30014,Vaccination,Approved
T60810,Vaccination,Phase 1
T25163,Varicose veins,Approved
T42000,Vasculitis,Phase 2
T77913,Vasomotor/allergic rhinitis,Approved
T14602,Venous thromboembolism,Phase 2
T73476,Venous thromboembolism,Phase 3
T84631,Venous thromboembolism,Approved
T05152,Virus infection,Phase 2
