drug_id,disease_name,disease_specific_drug_approval_status
D0YM2K,Solid tumour/cancer,Phase 1
D0Z2BO,Solid tumour/cancer,Phase 2
D2Z6WF,Solid tumour/cancer,Phase 1
DC5VW9,Solid tumour/cancer,Phase 1/2
DH42RF,Solid tumour/cancer,Phase 1
DJVR06,Solid tumour/cancer,Phase 1
DKM79E,Solid tumour/cancer,Phase 2
DS6VD0,Solid tumour/cancer,Phase 1/2
D0M4LC,Solid tumour/cancer,Terminated
D08RJM,Squamous cell carcinoma,Phase 1/2
DVU2H8,Squamous cell carcinoma,Phase 1
D08DUF,Squamous cell carcinoma,Phase 2
D08HWV,Squamous cell carcinoma,Phase 3
D03UBW,Squamous cell carcinoma,Phase 2
D06FUE,Squamous cell carcinoma,Phase 2
D0H1EA,Squamous cell carcinoma,Phase 1
D0KS6F,Squamous cell carcinoma,Phase 2
D01CUO,Squamous cell carcinoma,Phase 1
D0W8HN,Squamous cell carcinoma,Phase 2
D0YM2K,Squamous cell carcinoma,Phase 3
DTQL30,Stomach cancer,Phase 1
DGO2C1,Stomach cancer,Approved
D04KHY,Stomach disease,Phase 2
D05MUA,Stress,Investigative
D05PJJ,Stress,Investigative
D2YT5I,Synovial sarcoma,Phase 2
D00EQL,Synovial sarcoma,Phase 1
D1ZG5E,Synovial sarcoma,Phase 1
D0LJ2S,Synovial sarcoma,Phase 1/2
D0TN1N,Synovial sarcoma,Phase 1/2
D0G2CG,Synovial sarcoma,Phase 3
D0OR2L,Synthesis disorder,Approved
D0O4SH,Systemic sclerosis,Phase 2
D0U3EP,Systemic sclerosis,Phase 3
D0D3TQ,Systemic sclerosis,Phase 2
D08DGC,Systemic sclerosis,Phase 2
D0A3ZU,Systemic sclerosis,Approved
D07WCT,Systemic sclerosis,Phase 2
D8NZ7T,Systemic sclerosis,Phase 1
D0ZW4W,Testicular cancer,Phase 1
D06EPF,Testicular cancer,Approved
D0W8HN,Testicular cancer,Phase 2
D0V9EN,Thrombocytopenia,Phase 4
D0A2NH,Thrombocytopenia,Discontinued in Phase 1
D0C8NG,Thrombocytopenia,Phase 1
D0W5ZU,Thrombocytopenia,Terminated
D00CLM,Thrombocytopenia,Phase 1
D00PEH,Thrombocytopenia,Approved
D01PZD,Thrombocytopenia,Approved
D04TJP,Thrombocytopenia,Discontinued in Phase 1
D08VSI,Thrombocytopenia,Phase 2
D0C3GZ,Thrombocytopenia,Investigative
D0EI7H,Thrombocytopenia,Investigative
D0KP0L,Thrombocytopenia,Investigative
D0QI6W,Thrombocytopenia,Investigative
D0TD1R,Thrombocytopenia,Approved
D0W1DI,Thrombocytopenia,Approved
D08POF,Thrombocytopenia,Phase 2
D0E2YL,Thrombocytopenia,Phase 3
D0T1IJ,Thrombocytopenia,Approved
D0M9ZL,Thrombocytopenia,Investigative
D05XKW,Thrombocytopenia,Phase 3
D00OPX,Thrombocytopenia,Phase 3
D07NBA,Thrombocytopenia,Phase 1/2
D08DZZ,Thrombocytopenia,Discontinued in Phase 1
D08EVM,Thrombocytopenia,Terminated
D09HVL,Thrombocytopenia,Approved
D09LPN,Thrombocytopenia,Approved
D0JY4Y,Thrombosis,Discontinued in Phase 2
D3AIE0,Thrombosis,Phase 2
DUM25X,Thrombosis,Phase 1
D0D0QA,Thrombosis,Terminated
D0Z0AM,Thrombosis,Phase 1
DZTX12,Thrombosis,Phase 2
D02TJS,Thrombosis,Approved
D05HFY,Thrombosis,Approved
D07VIB,Thrombosis,Phase 3
D0E3OF,Thrombosis,Application submitted
D0QV5T,Thrombosis,Approved
D0QF6E,Thrombosis,Terminated
D0D7UD,Thrombosis,Phase 3
D0XJ6C,Thrombosis,Phase 1
D0F7ZH,Thrombosis,Investigative
DB6XD8,Thrombosis,Phase 1
DD2C5E,Thrombosis,Phase 2
D02TDV,Thrombosis,Phase 1/2
D05HFU,Thrombosis,Preclinical
D0G5UW,Thrombosis,Phase 2
D0G6ZG,Thrombosis,Phase 3
D0B6QO,Thrombosis,Terminated
D0HX1T,Thrombosis,Phase 1
D04PBH,Thrombosis,Phase 2/3
D0F7FX,Thrombosis,Discontinued in Phase 2
D0QK2E,Thrombosis,Investigative
D0Z4NX,Thrombosis,Terminated
D5EP4C,Thrombosis,Phase 1
D07MWY,Thrombosis,Terminated
D0J9JQ,Thrombosis,Terminated
D0Z0KE,Thrombosis,Terminated
D07LPT,Thrombosis,Phase 1
DZD7W6,Thrombosis,Phase 2
D09QBG,Thrombosis,Approved
D0KE4Z,Thrombosis,Phase 1
D0N0TZ,Thrombosis,Approved
D0WF7L,Thrombosis,Approved
D06YXD,Thrombosis,Discontinued in Phase 3
D02PYB,Thrombosis,Phase 1
D05JXR,Thrombosis,Discontinued in Phase 1
D05MVA,Thrombosis,Phase 1
D09AFJ,Thrombosis,Discontinued in Phase 2
D0C7JH,Thrombosis,Discontinued in Phase 1
D0D7GE,Thrombosis,Discontinued in Phase 1
D0F8QM,Thrombosis,Discontinued in Phase 1
D0H1PN,Thrombosis,Discontinued in Phase 1
D0H3UO,Thrombosis,Investigative
D0I7EU,Thrombosis,Terminated
D0II5S,Thrombosis,Discontinued in Phase 1
D0J6MS,Thrombosis,Terminated
D0LK9N,Thrombosis,Terminated
D0M6YE,Thrombosis,Terminated
D0N6PV,Thrombosis,Discontinued in Phase 2
D0P8JX,Thrombosis,Discontinued in Phase 1
D0S3RB,Thrombosis,Discontinued in Phase 2
D0U6BB,Thrombosis,Terminated
D0VO7R,Thrombosis,Phase 1
D0Y0AP,Thrombosis,Terminated
D0Z7PI,Thrombosis,Terminated
D0L1LJ,Thrombosis,Discontinued in Phase 2
D09KEB,Thrombosis,Investigative
D07OEY,Thrombosis,Terminated
D0NU6Y,Thrombosis,Phase 1
D01ZJK,Thrombosis,Phase 3
D02WST,Thrombosis,Phase 3
D06LEA,Thrombosis,Phase 1
D0C3YN,Thrombosis,Phase 3
D04PGO,Thrombosis,Terminated
D00VQI,Thrombosis,Discontinued in Phase 2
D01HRR,Thrombosis,Discontinued in Preregistration
D01LPX,Thrombosis,Discontinued in Phase 2
D03KST,Thrombosis,Discontinued in Phase 1
D06UCV,Thrombosis,Discontinued in Phase 2
D0B2WK,Thrombosis,Phase 2
D0B9NA,Thrombosis,Discontinued in Phase 2
D0H5KO,Thrombosis,Discontinued in Phase 1
D0OE2Z,Thrombosis,Investigative
D0RU7T,Thrombosis,Phase 1
D0U7HD,Thrombosis,Terminated
D0X8QI,Thrombosis,Terminated
D0Z5VQ,Thrombosis,Discontinued in Phase 3
D0L0MO,Thrombosis,Discontinued in Preregistration
D03MCV,Thrombosis,Discontinued in Phase 3
D0K9KS,Thrombosis,Terminated
D00CIF,Thrombosis,Discontinued in Phase 1
D00RGF,Thrombosis,Phase 1
D00ZPT,Thrombosis,Phase 1
D02UIC,Thrombosis,Phase 1
D03QAQ,Thrombosis,Investigative
D03QJN,Thrombosis,Discontinued in Phase 1
D07BRZ,Thrombosis,Phase 2
D09TXU,Thrombosis,Investigative
D0CY3A,Thrombosis,Discontinued in Phase 3
D0D5RH,Thrombosis,Discontinued in Phase 2
D0G6UP,Thrombosis,Discontinued in Phase 1
D0G6UQ,Thrombosis,Phase 1
D0I5HF,Thrombosis,Approved
D0ID3W,Thrombosis,Phase 2
D0K5WM,Thrombosis,Preclinical
D0L4PM,Thrombosis,Discontinued in Phase 1
D0L9YS,Thrombosis,Discontinued in Phase 2a
D0N8JP,Thrombosis,Discontinued in Phase 1
D0P2RO,Thrombosis,Phase 3
D0PG5J,Thrombosis,Discontinued in Phase 1
D0Q1JW,Thrombosis,Terminated
D0QR3J,Thrombosis,Investigative
D0T4UL,Thrombosis,Discontinued in Phase 2
D0UK1L,Thrombosis,Phase 2
D0X2NN,Thrombosis,Phase 1
D09FQB,Thrombosis,Terminated
D00LOB,Thrombosis,Phase 1
D02ZWG,Thrombosis,Terminated
D05KTK,Thrombosis,Discontinued in Phase 1
D05WYW,Thrombosis,Terminated
D06ALB,Thrombosis,Terminated
D07UWV,Thrombosis,Approved
D0B1KK,Thrombosis,Discontinued in Phase 2
D0GG5I,Thrombosis,Phase 2
D0H9RN,Thrombosis,Phase 2
D0K4FP,Thrombosis,Phase 1
D0L2XU,Thrombosis,Phase 1
D0L6UZ,Thrombosis,Terminated
D0S6XJ,Thrombosis,Terminated
D0SF5F,Thrombosis,Terminated
D0UF5I,Thrombosis,Discontinued in Phase 1
D0WL1C,Thrombosis,Terminated
D0Y5EX,Thrombosis,Terminated
D05WSP,Thrombosis,Phase 1
D0R3KN,Thrombosis,Investigative
D0QU0H,Thrombotic microangiopathy,Phase 2
DTB64R,Thrombotic microangiopathy,Phase 2
DCOP72,Thrombotic microangiopathy,Phase 3
D0QJ6L,Thyroid cancer,Phase 1
D0L7VC,Thyroid cancer,Phase 2
D0T5DP,Thyroid cancer,Phase 3
DP0NU9,Thyroid cancer,Phase 1
D0IQ6P,Thyroid cancer,Approved
D0H4TQ,Thyroid cancer,Approved
D0U2DY,Thyroid cancer,Investigative
D01KOA,Thyroid cancer,Approved
D0N5TB,Thyroid cancer,Investigative
D0R0FO,Thyroid cancer,Approved
D0E9TP,Tinnitus,Approved
D02NYK,Toxicity,Terminated
D0R4ML,Toxicity,Discontinued in Phase 2
D0A7NI,Toxicity,Investigative
D0M2EH,Toxicity,Investigative
D9ZQ7T,Toxoplasmosis,Phase 1
D0Y7TS,Toxoplasmosis,Approved
D0O0QB,Transplant rejection,Phase 3
D0W0LS,Transplant rejection,Terminated
D06MRY,Transplant rejection,Approved
D0G5AG,Transplant rejection,Approved
D06MMU,Transplant rejection,Phase 1
D0G3TJ,Transplant rejection,Phase 2
D0V4PH,Transplant rejection,Terminated
D0M0UV,Transplant rejection,Terminated
D0P2BD,Transplant rejection,Phase 1
D0H5MX,Transplant rejection,Discontinued in Phase 1
D0K8TO,Transplant rejection,Phase 1/2
D0LA1R,Transplant rejection,Phase 2
D00CSQ,Trypanosomiasis,Investigative
D0X7JR,Trypanosomiasis,Phase 2
D06HCP,Trypanosomiasis,Approved
D0W4AR,Ulcer,Phase 2
D0I2MA,Ulcer,Discontinued in Phase 2
D0YM2K,Ulcer,Phase 0
D0U1HX,Ulcerative colitis,Phase 3
D00QKI,Ulcerative colitis,Phase 2
DI2KZ7,Ulcerative colitis,Phase 2
D07KIE,Ulcerative colitis,Phase 2
D07SXO,Ulcerative colitis,Terminated
D0H5WM,Ulcerative colitis,Phase 2
D00KRE,Ulcerative colitis,Approved
DMS12U,Ulcerative colitis,Phase 2
D1W8RK,Ulcerative colitis,Phase 2
DYZA20,Ulcerative colitis,Phase 2
D0E7QB,Ulcerative colitis,Approved
D07EDB,Ulcerative colitis,Phase 3
D0L9KH,Ulcerative colitis,Approved
D6C7FG,Ulcerative colitis,Phase 2
DLK93N,Ulcerative colitis,Phase 2
D04WQJ,Ulcerative colitis,Phase 2
D06PFT,Ulcerative colitis,Phase 3
D0FU1J,Ulcerative colitis,Phase 1
D0N5ZS,Ulcerative colitis,Approved
D0V9LY,Ulcerative colitis,Phase 2
D0D8DA,Ulcerative colitis,Investigative
D03HIG,Ulcerative colitis,Phase 1
D02QWK,Ulcerative colitis,Phase 3
D0FT4R,Ulcerative colitis,Phase 3
DNEH27,Ulcerative colitis,Clinical trial
D0P9BT,Ulcerative colitis,Phase 2
D01RCM,Ulcerative colitis,Phase 1
D03ING,Ulcerative colitis,Phase 2
D0I1ZY,Ulcerative colitis,Phase 3
D0L7LH,Ulcerative colitis,Phase 2
D01YDF,Ulcerative colitis,Discontinued in Phase 3
D61PGU,Ulcerative colitis,Phase 2
DVI21W,Ulcerative colitis,Phase 2
D0Z1QR,Ulcerative colitis,Phase 1
D0G5BL,Ulcerative colitis,Phase 1
D0B2SW,Ulcerative colitis,Phase 2
D00COH,Ulcerative colitis,Patented
D00KKD,Ulcerative colitis,Patented
D00RDO,Ulcerative colitis,Patented
D00RQW,Ulcerative colitis,Patented
D00XEM,Ulcerative colitis,Patented
D00XKE,Ulcerative colitis,Patented
D01CND,Ulcerative colitis,Patented
D01PBX,Ulcerative colitis,Patented
D01RHK,Ulcerative colitis,Patented
D01ZKE,Ulcerative colitis,Patented
D02AAD,Ulcerative colitis,Patented
D02DFJ,Ulcerative colitis,Patented
D02HPF,Ulcerative colitis,Patented
D02NDP,Ulcerative colitis,Patented
D02UDO,Ulcerative colitis,Patented
D02WWT,Ulcerative colitis,Patented
D02XNH,Ulcerative colitis,Patented
D02ZYV,Ulcerative colitis,Patented
D03CTH,Ulcerative colitis,Patented
D03HHG,Ulcerative colitis,Patented
D03ITZ,Ulcerative colitis,Patented
D03JFJ,Ulcerative colitis,Patented
D03KAV,Ulcerative colitis,Patented
D03RXE,Ulcerative colitis,Patented
D03WJB,Ulcerative colitis,Patented
D03WXM,Ulcerative colitis,Patented
D04NXG,Ulcerative colitis,Patented
D04PKX,Ulcerative colitis,Patented
D05AZE,Ulcerative colitis,Patented
D05BTL,Ulcerative colitis,Patented
D05BUD,Ulcerative colitis,Patented
D05CBP,Ulcerative colitis,Patented
D05HKC,Ulcerative colitis,Patented
D05JAS,Ulcerative colitis,Patented
D05OMO,Ulcerative colitis,Patented
D05WWX,Ulcerative colitis,Patented
D05XGH,Ulcerative colitis,Patented
D05ZHZ,Ulcerative colitis,Patented
D06PNN,Ulcerative colitis,Patented
D06SWT,Ulcerative colitis,Patented
D07GAN,Ulcerative colitis,Patented
D07HOP,Ulcerative colitis,Patented
D07KCA,Ulcerative colitis,Patented
D07POS,Ulcerative colitis,Patented
D07PVX,Ulcerative colitis,Patented
D07QAH,Ulcerative colitis,Patented
D07RAA,Ulcerative colitis,Patented
D07RQA,Ulcerative colitis,Patented
D08BLZ,Ulcerative colitis,Patented
D08BNB,Ulcerative colitis,Patented
D08OXD,Ulcerative colitis,Patented
D08WZC,Ulcerative colitis,Patented
D09BGB,Ulcerative colitis,Patented
D09EIQ,Ulcerative colitis,Patented
D09EXQ,Ulcerative colitis,Patented
D09JDV,Ulcerative colitis,Patented
D09LWP,Ulcerative colitis,Patented
D09LWZ,Ulcerative colitis,Patented
D09SLI,Ulcerative colitis,Patented
D09TKY,Ulcerative colitis,Patented
D09ZCA,Ulcerative colitis,Patented
D0A3PP,Ulcerative colitis,Patented
D0A8GW,Ulcerative colitis,Patented
D0A8RV,Ulcerative colitis,Patented
D0AK2Y,Ulcerative colitis,Patented
D0AM0A,Ulcerative colitis,Patented
D0AY0H,Ulcerative colitis,Patented
D0B1HT,Ulcerative colitis,Patented
D0B3CU,Ulcerative colitis,Patented
D0B8RU,Ulcerative colitis,Patented
D0B9LM,Ulcerative colitis,Patented
D0BR9C,Ulcerative colitis,Patented
D0BS3E,Ulcerative colitis,Patented
D0C8EB,Ulcerative colitis,Patented
D0CD7Q,Ulcerative colitis,Patented
D0CN6Q,Ulcerative colitis,Patented
D0CN7A,Ulcerative colitis,Patented
D0CR8J,Ulcerative colitis,Patented
D0D2QE,Ulcerative colitis,Patented
D0D6HS,Ulcerative colitis,Patented
D0D6OM,Ulcerative colitis,Patented
D0D9MV,Ulcerative colitis,Patented
D0DH0Y,Ulcerative colitis,Patented
D0DI1T,Ulcerative colitis,Patented
D0DI6U,Ulcerative colitis,Patented
D0DW7A,Ulcerative colitis,Patented
D0E1GC,Ulcerative colitis,Patented
D0E3DS,Ulcerative colitis,Patented
D0E9GD,Ulcerative colitis,Patented
D0EA9Y,Ulcerative colitis,Patented
D0ET9M,Ulcerative colitis,Patented
D0F6TN,Ulcerative colitis,Patented
D0FI3Q,Ulcerative colitis,Patented
D0FL3H,Ulcerative colitis,Patented
D0FS9V,Ulcerative colitis,Patented
D0FT4P,Ulcerative colitis,Patented
D0G9KS,Ulcerative colitis,Patented
D0GB6Y,Ulcerative colitis,Patented
D0GM6O,Ulcerative colitis,Patented
D0GP7L,Ulcerative colitis,Patented
D0GR3C,Ulcerative colitis,Patented
D0GV9F,Ulcerative colitis,Patented
D0H1BZ,Ulcerative colitis,Patented
D0H4CL,Ulcerative colitis,Patented
D0H7UR,Ulcerative colitis,Patented
D0HE3B,Ulcerative colitis,Patented
D0I2MR,Ulcerative colitis,Patented
D0IB8D,Ulcerative colitis,Patented
D0IF4J,Ulcerative colitis,Patented
D0J0LC,Ulcerative colitis,Patented
D0J8HJ,Ulcerative colitis,Patented
D0K2AA,Ulcerative colitis,Patented
D0K3DA,Ulcerative colitis,Patented
D0K7TE,Ulcerative colitis,Patented
D0KE8Q,Ulcerative colitis,Patented
D0KG5U,Ulcerative colitis,Patented
D0KX1A,Ulcerative colitis,Patented
D0L1PO,Ulcerative colitis,Patented
D0L2QZ,Ulcerative colitis,Patented
D0L3JL,Ulcerative colitis,Patented
D0L5OP,Ulcerative colitis,Patented
D0LZ1W,Ulcerative colitis,Patented
D0M7XB,Ulcerative colitis,Patented
D0MO0Z,Ulcerative colitis,Patented
D0MZ8J,Ulcerative colitis,Patented
D0N2AI,Ulcerative colitis,Patented
D0N4TO,Ulcerative colitis,Patented
D0N4WW,Ulcerative colitis,Patented
D0NB5P,Ulcerative colitis,Patented
D0O4TC,Ulcerative colitis,Patented
D0O8EX,Ulcerative colitis,Patented
D0OQ2R,Ulcerative colitis,Patented
D0OW1V,Ulcerative colitis,Patented
D0OW6O,Ulcerative colitis,Patented
D0P3SL,Ulcerative colitis,Patented
D0Q0XC,Ulcerative colitis,Patented
D0Q1SX,Ulcerative colitis,Patented
D0Q7QK,Ulcerative colitis,Patented
D0QL0X,Ulcerative colitis,Patented
D0QM2O,Ulcerative colitis,Patented
D0QQ5W,Ulcerative colitis,Patented
D0QU6N,Ulcerative colitis,Patented
D0R1GD,Ulcerative colitis,Patented
D0R1SQ,Ulcerative colitis,Patented
D0R2GA,Ulcerative colitis,Patented
D0R6FO,Ulcerative colitis,Patented
D0R7YN,Ulcerative colitis,Patented
D0RE0F,Ulcerative colitis,Patented
D0RG1Z,Ulcerative colitis,Patented
D0RZ5E,Ulcerative colitis,Patented
D0SD4Q,Ulcerative colitis,Patented
D0SE7V,Ulcerative colitis,Patented
D0SR8I,Ulcerative colitis,Patented
D0SU0E,Ulcerative colitis,Patented
D0T6NX,Ulcerative colitis,Patented
D0T7VN,Ulcerative colitis,Patented
D0TP8T,Ulcerative colitis,Patented
D0TY1Q,Ulcerative colitis,Patented
D0UB8U,Ulcerative colitis,Patented
D0UE3F,Ulcerative colitis,Patented
D0UG9S,Ulcerative colitis,Patented
D0UK1S,Ulcerative colitis,Patented
D0US5I,Ulcerative colitis,Patented
D0UZ2S,Ulcerative colitis,Patented
D0VA1D,Ulcerative colitis,Patented
D0VB4T,Ulcerative colitis,Patented
D0VF5B,Ulcerative colitis,Patented
D0VG0F,Ulcerative colitis,Patented
D0W1SE,Ulcerative colitis,Patented
D0W7VE,Ulcerative colitis,Patented
D0WO2I,Ulcerative colitis,Patented
D0WO6C,Ulcerative colitis,Patented
D0WV9J,Ulcerative colitis,Patented
D0WW9B,Ulcerative colitis,Patented
D0X4TV,Ulcerative colitis,Patented
D0X7HN,Ulcerative colitis,Patented
D0X8AB,Ulcerative colitis,Patented
D0XH4K,Ulcerative colitis,Patented
D0XP5X,Ulcerative colitis,Patented
D0XR1C,Ulcerative colitis,Patented
D0Y0SI,Ulcerative colitis,Patented
D0Y3UB,Ulcerative colitis,Patented
D0YX4L,Ulcerative colitis,Patented
D0Z1YF,Ulcerative colitis,Patented
D0Z1ZA,Ulcerative colitis,Patented
D0Z6PF,Ulcerative colitis,Patented
D0ZD6N,Ulcerative colitis,Patented
D0ZR2O,Ulcerative colitis,Patented
D2E4CG,Ulcerative colitis,Phase 2
D0K6LA,Ulcerative colitis,Investigative
D0V3ZN,Ulcerative colitis,Phase 3
D0WL0Q,Ulcerative colitis,Phase 3
D08UGS,Ulcerative colitis,Phase 2
D0C4YC,Ulcerative colitis,Approved
DN9DB6,Ulcerative colitis,Phase 2
D07JAG,Ulcerative colitis,Phase 2
DFK8Z5,Ulcerative colitis,Phase 3
DC7JQ8,Ulcerative colitis,Phase 2
D4W2AC,Ulcerative colitis,Phase 2
D09EDW,Ulcerative colitis,Discontinued in Phase 3
D07NFT,Ulcerative colitis,Investigative
D0M1WU,Ulcerative colitis,Phase 3
D0QZ4S,Ulcerative colitis,Discontinued in Preregistration
D09FKY,Ulcerative colitis,Phase 2
D0Y4LI,Ulcerative colitis,Clinical trial
D05SHQ,Ulcerative colitis,Investigative
D03DHM,Ulcerative colitis,Phase 1
D05YLP,Ulcerative colitis,Phase 2
D0LQ3L,Ulcerative colitis,Phase 1
DWM2Y5,Ulcerative colitis,Phase 2
D09XZB,Urethral cancer,Phase 2
D0ND2J,Urgency,Approved
D07AHW,Urinary tract infection,Phase 2
D0AO5H,Urinary tract infection,Approved
D01IXD,Urinary tract infection,Approved
DR36YB,Urinary tract infection,Approved
D0R9BG,Urinary tract infection,Approved
D04JTY,Urinary tract infection,Investigative
D00NJJ,Urinary tract infection,Approved
DO75VX,Urinary tract infection,Phase 2
D08HDY,Urinary tract infection,Approved
D08KYQ,Urinary tract infection,Phase 3
D0N5KF,Urinary tract infection,Approved
D1MEH5,Urinary tract infection,Phase 3
DO57QB,Urinary tract infection,Phase 1
DR6BU1,Urinary tract infection,Phase 3
D00COH,Urinary tract infection,Patented
D00KKD,Urinary tract infection,Patented
D00RDO,Urinary tract infection,Patented
D00RQW,Urinary tract infection,Patented
D00XEM,Urinary tract infection,Patented
D00XKE,Urinary tract infection,Patented
D01CND,Urinary tract infection,Patented
D01PBX,Urinary tract infection,Patented
D01RHK,Urinary tract infection,Patented
D01ZKE,Urinary tract infection,Patented
D02AAD,Urinary tract infection,Patented
D02DFJ,Urinary tract infection,Patented
D02HPF,Urinary tract infection,Patented
D02NDP,Urinary tract infection,Patented
D02UDO,Urinary tract infection,Patented
D02WWT,Urinary tract infection,Patented
D02XNH,Urinary tract infection,Patented
D02ZYV,Urinary tract infection,Patented
D03CTH,Urinary tract infection,Patented
D03HHG,Urinary tract infection,Patented
D03ITZ,Urinary tract infection,Patented
D03JFJ,Urinary tract infection,Patented
D03KAV,Urinary tract infection,Patented
D03RXE,Urinary tract infection,Patented
D03WJB,Urinary tract infection,Patented
D03WXM,Urinary tract infection,Patented
D04NXG,Urinary tract infection,Patented
D04PKX,Urinary tract infection,Patented
D05AZE,Urinary tract infection,Patented
D05BTL,Urinary tract infection,Patented
D05BUD,Urinary tract infection,Patented
D05CBP,Urinary tract infection,Patented
D05HKC,Urinary tract infection,Patented
D05JAS,Urinary tract infection,Patented
D05OMO,Urinary tract infection,Patented
D05WWX,Urinary tract infection,Patented
D05XGH,Urinary tract infection,Patented
D05ZHZ,Urinary tract infection,Patented
D06PNN,Urinary tract infection,Patented
D06SWT,Urinary tract infection,Patented
D07GAN,Urinary tract infection,Patented
D07HOP,Urinary tract infection,Patented
D07KCA,Urinary tract infection,Patented
D07POS,Urinary tract infection,Patented
D07PVX,Urinary tract infection,Patented
D07QAH,Urinary tract infection,Patented
D07RAA,Urinary tract infection,Patented
D07RQA,Urinary tract infection,Patented
D08BLZ,Urinary tract infection,Patented
D08BNB,Urinary tract infection,Patented
D08OXD,Urinary tract infection,Patented
D08WZC,Urinary tract infection,Patented
D09BGB,Urinary tract infection,Patented
D09EIQ,Urinary tract infection,Patented
D09EXQ,Urinary tract infection,Patented
D09JDV,Urinary tract infection,Patented
D09LWP,Urinary tract infection,Patented
D09LWZ,Urinary tract infection,Patented
D09SLI,Urinary tract infection,Patented
D09TKY,Urinary tract infection,Patented
D09ZCA,Urinary tract infection,Patented
D0A3PP,Urinary tract infection,Patented
D0A8GW,Urinary tract infection,Patented
D0A8RV,Urinary tract infection,Patented
D0AK2Y,Urinary tract infection,Patented
D0AM0A,Urinary tract infection,Patented
D0AY0H,Urinary tract infection,Patented
D0B1HT,Urinary tract infection,Patented
D0B3CU,Urinary tract infection,Patented
D0B8RU,Urinary tract infection,Patented
D0B9LM,Urinary tract infection,Patented
D0BR9C,Urinary tract infection,Patented
D0BS3E,Urinary tract infection,Patented
D0C8EB,Urinary tract infection,Patented
D0CD7Q,Urinary tract infection,Patented
D0CN6Q,Urinary tract infection,Patented
D0CN7A,Urinary tract infection,Patented
D0CR8J,Urinary tract infection,Patented
D0D2QE,Urinary tract infection,Patented
D0D6HS,Urinary tract infection,Patented
D0D6OM,Urinary tract infection,Patented
D0D9MV,Urinary tract infection,Patented
D0DH0Y,Urinary tract infection,Patented
D0DI1T,Urinary tract infection,Patented
D0DI6U,Urinary tract infection,Patented
D0DW7A,Urinary tract infection,Patented
D0E1GC,Urinary tract infection,Patented
D0E3DS,Urinary tract infection,Patented
D0E9GD,Urinary tract infection,Patented
D0EA9Y,Urinary tract infection,Patented
D0ET9M,Urinary tract infection,Patented
D0F6TN,Urinary tract infection,Patented
D0FI3Q,Urinary tract infection,Patented
D0FL3H,Urinary tract infection,Patented
D0FS9V,Urinary tract infection,Patented
D0FT4P,Urinary tract infection,Patented
D0G9KS,Urinary tract infection,Patented
D0GB6Y,Urinary tract infection,Patented
D0GM6O,Urinary tract infection,Patented
D0GP7L,Urinary tract infection,Patented
D0GR3C,Urinary tract infection,Patented
D0GV9F,Urinary tract infection,Patented
D0H1BZ,Urinary tract infection,Patented
D0H4CL,Urinary tract infection,Patented
D0H7UR,Urinary tract infection,Patented
D0HE3B,Urinary tract infection,Patented
D0I2MR,Urinary tract infection,Patented
D0IB8D,Urinary tract infection,Patented
D0IF4J,Urinary tract infection,Patented
D0J0LC,Urinary tract infection,Patented
D0J8HJ,Urinary tract infection,Patented
D0K2AA,Urinary tract infection,Patented
D0K3DA,Urinary tract infection,Patented
D0K7TE,Urinary tract infection,Patented
D0KE8Q,Urinary tract infection,Patented
D0KG5U,Urinary tract infection,Patented
D0KX1A,Urinary tract infection,Patented
D0L1PO,Urinary tract infection,Patented
D0L2QZ,Urinary tract infection,Patented
D0L3JL,Urinary tract infection,Patented
D0L5OP,Urinary tract infection,Patented
D0LZ1W,Urinary tract infection,Patented
D0M7XB,Urinary tract infection,Patented
D0MO0Z,Urinary tract infection,Patented
D0MZ8J,Urinary tract infection,Patented
D0N2AI,Urinary tract infection,Patented
D0N4TO,Urinary tract infection,Patented
D0N4WW,Urinary tract infection,Patented
D0NB5P,Urinary tract infection,Patented
D0O4TC,Urinary tract infection,Patented
D0O8EX,Urinary tract infection,Patented
D0OQ2R,Urinary tract infection,Patented
D0OW1V,Urinary tract infection,Patented
D0OW6O,Urinary tract infection,Patented
D0P3SL,Urinary tract infection,Patented
D0Q0XC,Urinary tract infection,Patented
D0Q1SX,Urinary tract infection,Patented
D0Q7QK,Urinary tract infection,Patented
D0QL0X,Urinary tract infection,Patented
D0QM2O,Urinary tract infection,Patented
D0QQ5W,Urinary tract infection,Patented
D0QU6N,Urinary tract infection,Patented
D0R1GD,Urinary tract infection,Patented
D0R1SQ,Urinary tract infection,Patented
D0R2GA,Urinary tract infection,Patented
D0R6FO,Urinary tract infection,Patented
D0R7YN,Urinary tract infection,Patented
D0RE0F,Urinary tract infection,Patented
D0RG1Z,Urinary tract infection,Patented
D0RZ5E,Urinary tract infection,Patented
D0SD4Q,Urinary tract infection,Patented
D0SE7V,Urinary tract infection,Patented
D0SR8I,Urinary tract infection,Patented
